ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Authors,DataEntry,Consultants,Representations,alt_names,date
229,Tsimshian,nucl1649,Southern-Coastal Tsimshian,tsi,North America,52.59103,-128.544545,Tsimshian,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Chimmezyan;Coast Tsimshian;Sm'algyax;Tsimshean;Tsimshian (Coast);Zimshian,2007-10-30
230,Nuu-chah-nulth,nuuc1236,Nuu-chah-nulth,nuk,North America,49.67,-126.67,Wakashan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Nootka;Nutka;Nuuchahnulth,2007-10-30
231,Bella Coola,bell1243,Bella Coola,blc,North America,52.3448,-126.689,Salishan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Nuxalk,2007-10-30
232,Upper Chehalis,uppe1439,Upper Chehalis,cjh,North America,46.7981,-123.169,Salishan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Chehalis Upper;Kwaiailk,2007-10-30
233,Proto Austronesian,aust1307,Austronesian,,,,,Austronesian,Mary Ritchie Key,Mary Ritchie Key,"References given in Key, Mary Ritchie 1984",Phonemic,,2007-10-30
234,Proto Polynesian,poly1242,Polynesian,,,,,Austronesian,Mary Ritchie Key,Mary Ritchie Key,"References given in Key, Mary Ritchie 1984",Phonemic,,2007-10-30
235,Hawaiian,hawa1245,Hawaiian,haw,Papunesia,19.6297,-155.43,Austronesian,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,'Olelo Hawai'i Makuahine;Olelo Hawai'i,2007-10-30
236,Maori,maor1246,Maori,mri,Papunesia,-38.2881,176.541,Austronesian,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,New Zealand Maori,2007-10-30
237,Marquesan,sout2866,South Marquesan,mqm,Papunesia,-9.75663,-138.979,Austronesian,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,,2007-10-30
238,Rapa Nui,rapa1244,Rapanui,rap,Papunesia,-27.113,-109.342,Austronesian,Robert L. Weber;Mary Ritchie Key;Nancy L. Weber,Jessica Ellis;Mary Ritchie Key,,Phonemic;Phonemic (vars),Pascuense,2007-10-31
239,Rotuman,rotu1241,Rotuman,rtm,Papunesia,-12.5008,177.066,Austronesian,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Rotuna;Rutuman,2007-10-30
240,Tongan,tong1325,Tonga (Tonga Islands),ton,Papunesia,-21.17,-175.25,Austronesian,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Tonga,2007-10-30
241,Tuamotuan,tuam1242,Tuamotuan,pmt,Papunesia,-16.17259,-146.321755,Austronesian,various,Mary Ritchie Key,,Phonemic,Pa'umotu,2007-10-30
242,Barí,bari1297,Barí,mot,South America,9.08497,-72.9353,Chibchan,Roberto Lizarralde (Venezuelan dialect);Manuel Lizarralde (Venezuelan dialect);Frank Morgan (Colombian  dialect),Mary Ritchie Key,,Phonemic,Bari;Motilone;Motilón;Motilón (Chibchan),2007-10-30
243,Muisca,chib1270,Chibcha,chb,South America,6.24999,-74.1666,Chibchan,María Stella González de Pérez,Mary Ritchie Key,,LatinTrans;Phonemic,Chibcha;Mosca,2007-10-30
244,Páez,paez1247,Páez,pbb,South America,2.61516,-76.31254,Páez,Florence L. Gerdel,Mary Ritchie Key,,Phonemic,Nasa Yuwe;Paez,2007-10-30
245,Cayapa,chac1249,Cha'palaa,cbi,South America,0.71489,-79.0508,Barbacoan,Ruth Wiebe;Neil Wiebe,Mary Ritchie Key,Santiago Añapa;Raúl Añapa,Phonemic,Cha' Palaachi;Chachi,2007-10-30
246,Colorado,colo1256,Tsafiki,cof,South America,-0.21181,-79.2347,Barbacoan,Bruce R. Moore,Mary Ritchie Key,,Phonemic,Tsachila;Tsafiki,2007-10-30
247,Embera,nort2972,Northern Emberá,emp,South America,7.12761,-77.574,Chocoan,Mauricio Pardo Rojas,Mary Ritchie Key,,Phonemic,Atrato;Cholo;Darien;Ebera Bedea;Eerã;Emberá;Emberá Northern;Empera,2007-10-30
248,Epena,epen1239,Epena,sja,South America,4.25877,-77.3566,Chocoan,Phillip Lee Harms;Eladio Quiro Dura,Mary Ritchie Key,,Phonemic,Cholo;Embera-Saija;Emberá-Saija;Epena Pedee;Epená;Epéna Pedée;Saija;Southern Embera;Southern Empera,2007-10-30
249,Puinave,puin1248,Puinave,pui,South America,3.92974,-67.6886,Puinave,Larry A. Richardson,Mary Ritchie Key,,Phonemic,Puinabe,2007-10-30
250,Yuwana,yuwa1244,Hoti,yau,South America,5.63879,-65.4267,Hoti,Sue Rodman;David Rodman,Mary Ritchie Key,Rodmans' field notes,Phonemic,Chicano;Chikano;Hoti;Jodi;Joti;Jotí;Waruwaru;Yoana;Yuana,2007-10-30
251,Yaruro,pume1238,Pumé,yae,South America,7.10677,-67.5996,Pumé,Teresa Ann Dyck;Merrill Dyck,Mary Ritchie Key,,Phonemic,Llaruro;Pume;Pumé;Yaruru;Yuapín,2007-10-30
252,Ninam (Shirishana variety),nina1238,Ninam,shb,South America,4.03894,-62.7801,Yanomamic,Carole Swain,Mary Ritchie Key,,Phonemic,Crichana;Jawaperi;Jawari;Kasrapai;Ninam;Shiriana;Shirishana;Xirianá;Yanam,2007-10-30
253,Yanomámi,yano1262,Yanomám,wca,South America,2.48999,-62.8522,Yanomamic,Jacques Lizot,Mary Ritchie Key,,Phonemic,Parahuri;Surara;Waicá;Waiká;Xurima;Yanoam;Yanomam;Yanomame;Yanomami;Yanomamé;Yanomamí,2007-10-30
254,Cofán,cofa1242,Cofán,con,South America,0.276675,-77.0643,Cofán,M. Bub Borman,Mary Ritchie Key,Field notes,Phonemic,A'i;A'ingae;Cofan;Kofan;Kofane;Kofán,2007-10-30
255,Waorani,waor1240,Waorani,auc,South America,-1.12312,-76.683,Waorani,M. Catherine Peeke,Mary Ritchie Key,,Phonemic,Huao;Huaorani;Sabela;Waodani,2007-10-30
256,Siona,sion1247,Siona-Tetete,snn,South America,0.31733,-76.0237,Tucanoan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Pioche-Sioni;Pioje;Sioni,2007-10-30
257,Tuyuca,tuyu1244,Tuyuca,tue,South America,0.39441,-70.043515,Tucanoan,Janet Barnes,Mary Ritchie Key,,Phonemic,Dochkafuara;Tejuca;Tuyuka,2007-10-30
258,Aguaruna,agua1253,Aguaruna,agr,South America,-5.30044,-77.9218,Chicham,Gerardo Wipio Deicat,Mary Ritchie Key,,Phonemic,Aguajun;Ahuajun,2007-10-30
260,Yagua,yagu1244,Yagua,yad,South America,-3.42913,-72.2186,Peba-Yagua,Esther Powlison;Paul S. Powlison,Mary Ritchie Key,,Phonemic,Llagua;Nijyamïï Nikyejaada;Yahua;Yava;Yegua,2007-10-30
261,Baure,baur1253,Baure,brg,South America,-13.61,-63.68,Arawakan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,,2007-10-30
262,Goajiro,wayu1243,Wayuu,guc,South America,11.395566,-72.199791,Arawakan,Jesús Olza Zubiri;Miguel Angel Jusayú;José Alvarez (commentary),Mary Ritchie Key,,Phonemic,Guajira;Guajiro;Wayuu,2007-10-30
263,Ignaciano,igna1246,Ignaciano,ign,South America,-15.1188,-65.3993,Arawakan,Mary Ritchie Key;Mary Ritchie Key,Mary Ritchie Key;Mary Ritchie Key,"Ott's material, and Ott correspondence",Phonemic,Mojo;Mojos;Moxo;Moxos,2007-10-30
264,Mashco Piro,mash1270,Mashco Piro,cuj,South America,-11.4745,-70.7953,Arawakan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Cujareno;Cujareño,2007-10-30
265,Trinitario,trin1274,Trinitario-Javeriano-Loretano,trn,South America,-15.3331,-65.4096,Arawakan,Wayne Gill;Ruth Gill,Mary Ritchie Key,,Phonemic,Mojos;Moxos,2007-10-30
266,Wapishana,wapi1253,Wapishana,wap,South America,2.58744,-59.8021,Arawakan,Frances V. Tracy;Colette Melville;Olive Williams,Mary Ritchie Key,,Phonemic,Uapixana;Vapidiana;Wapichan;Wapichana;Wapisana;Wapishshiana;Wapisiana;Wapitxana;Wapixana,2007-10-30
267,Waurá,waur1244,Waurá,wau,South America,-13.296,-53.6971,Arawakan,Joan Richards,Mary Ritchie Key,,Phonemic,Aura;Uaura;Waura,2007-10-30
268,Yavitero,yavi1244,Yavitero-Pareni,yvt,South America,2.924844,-67.438886,Arawakan,Mary Ritchie Key,Mary Ritchie Key,Jorge Carlos Mosonyi,Phonemic,Paraene,2007-10-30
269,Aymara,cent2142,Central Aymara,ayr,South America,-17.0,-68.5,Aymaran,Félix Layme Pairumani,Mary Ritchie Key,,Phonemic,Aymara Central,2007-10-30
270,Chipaya,chip1262,Chipaya,cap,South America,-18.73951,-67.89633,Uru-Chipaya,Frances Olson;Ronald D. Olson,Mary Ritchie Key,,Phonemic,Puquina,2007-10-30
271,Mosetén,mose1249,Mosetén-Chimané,cas,South America,-14.64448,-67.83756,Mosetén-Chimané,Andrés A. Pérez Diez,Mary Ritchie Key,,Phonemic,Chimane;Chimané;Moseten;Tsimane;Tsimané,2007-10-30
272,Araona,arao1248,Araona,aro,South America,-12.4242,-67.7293,Pano-Tacanan,Mary Ritchie Key,Mary Ritchie Key,Donald Pitman;Mary Pitman,Phonemic,Cavina,2007-10-30
273,Cavineña,cavi1250,Cavineña,cav,South America,-13.3544,-66.6277,Pano-Tacanan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Cavinena,2007-10-30
274,Ese Ejja,esee1248,Ese Ejja,ese,South America,-11.7268,-67.515,Pano-Tacanan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Ese Eja;Ese Exa;Huarayo;Tiatinagua,2007-10-30
275,Ese Ejja (Huarayo),esee1248,Ese Ejja,ese,South America,-11.7268,-67.515,Pano-Tacanan,María Clotilde Chavarría Mendoza,Mary Ritchie Key,,Phonemic,Ese Eja;Ese Ejja Huarayo;Ese Exa;Ese ʔexa;Eseʔexa;Tiatinagua,2007-10-30
276,Tacana,taca1256,Tacana,tna,South America,-13.39249,-68.04056,Pano-Tacanan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Takana,2007-10-30
277,Cashibo,cash1251,Cashibo-Cacataibo,cbr,South America,-8.70232,-75.4206,Pano-Tacanan,Mary Ritchie Key;R. Michael Tugwell,R. Michael Tugwell;Mary Ritchie Key,,Phonemic,Cacataibo;Cachibo;Cacibo;Cahivo;Cashibo-Cacataibo;Caxibo;Hagueti;Managua,2007-10-30
278,Catuquina,pano1254,Panoan Katukína,knt,South America,-7.97456,-71.56151,Pano-Tacanan,"Gerald Raymond Kennell, Jr.",Mary Ritchie Key,,Phonemic,"Kamanawa;Kamannaua;Katukina Panoan;Katukina do Jurua;Katukina do Juruá;Katukína Panoan;Katukína, Panoan;Waninnawa",2007-10-30
279,Chácobo,chac1251,Chácobo,cao,South America,-12.133,-66.7164,Pano-Tacanan,Mary Ritchie Key;Marian Prost,Mary Ritchie Key,,Phonemic,Chacobo,2007-10-30
280,Pacahuara,paca1246,Pacahuara,pcp,South America,-11.9968,-65.5568,Pano-Tacanan,Mary Ritchie Key,Mary Ritchie Key,Jeanne East;Guy East,Phonemic,Pacawara,2007-10-30
281,Shipibo-Conibo,ship1254,Shipibo-Conibo,shp,South America,-7.17105,-74.8219,Pano-Tacanan,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Shipibo Conibo;Shipibo Konibo;Shipibo-Konibo,2007-10-30
282,Yaminahua,yami1256,Yaminahua,yaa,South America,-9.8846,-71.5964,Pano-Tacanan,Ivagene Shive,Mary Ritchie Key,,Phonemic,Jaminawá;Yamanawa;Yaminawa;Yuminahua,2007-10-30
283,Cayuvava,cayu1262,Cayubaba,cyb,South America,-13.2482,-65.4822,Cayubaba,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Cayubaba;Cayuwaba,2007-10-30
284,Itonama,iton1250,Itonama,ito,South America,-12.80431,-64.35748,Itonama,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Machoto;Saramo,2007-10-30
285,Movima,movi1243,Movima,mzp,South America,-13.8115,-65.6348,Movima,Robert A. Judy,Mary Ritchie Key,,Phonemic,,2007-10-30
286,Pacaas Novos,wari1268,Wari',pav,South America,-10.69948,-64.56152,Chapacuran,Misión Nuevas Tribus,Mary Ritchie Key,,Phonemic,Jaru;Oro Wari;Pacaas-Novos;Pacahanovo;Pakaanova;Pakaanovas;Pakaasnovos;Pakaásnovos;Uomo;Wari;Wari',2007-10-30
287,Mundurukú,mund1330,Mundurukú,myu,South America,-8.41095,-57.691,Tupian,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Caras-Pretas;Monjoroku;Mundurucu;Mundurucú;Munduruku;Paiquize;Pari;Weidyenye,2007-10-30
288,Aché,ache1246,Aché,guq,South America,-25.5865,-56.4697,Tupian,Claudia J. Heckart;Kim Hill,Mary Ritchie Key,,Phonemic,Ache;Axe;Guayaki-Ache,2007-10-30
289,Chiriguano,east2555,Eastern Bolivian Guaraní,gui,South America,-20.42,-63.37,Tupian,Wolf Dietrich,Mary Ritchie Key,,Phonemic,"Guarani Eastern Bolivian;Guarani, Eastern Bolivian;Guaraní, Eastern Bolivian",2007-10-30
290,Guaraní,para1311,Paraguayan Guaraní,gug,South America,-25.60551,-57.08816,Tupian,Celsa Dávalos de Céspedes;Natalia Krivoshein de Canese,Mary Ritchie Key,,Phonemic,"Avane'e;Avañe'e;Guarani;Guarani Paraguayan;Guaraní Paraguayan;Guaraní, Paraguayan",2007-10-30
291,Sirionó,siri1273,Sirionó,srq,South America,-15.5298,-63.9688,Tupian,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Mbia Chee;Mbya;Siriono,2007-10-30
292,Wayampi,waya1270,Wayampi,oym,South America,1.73817,-52.6887,Tupian,Françoise Grenand;Raymond Alasuka,Mary Ritchie Key,,Phonemic,Oiampí;Oiumpian;Oyampí;Oyapí;Wajapi;Wayapi;Wayãpi,2007-10-30
293,Canela,cane1242,Canela-Krahô,ram,South America,-6.10712,-45.1299,Nuclear-Macro-Je,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Kanela,2007-10-30
294,Kaingáng,kain1272,Kaingang,kgp,South America,-27.7671,-52.5394,Nuclear-Macro-Je,Mary Ritchie Key,Mary Ritchie Key,Ursula Wiesemann,Phonemic,Bugre;Caingang;Coroado;Coroados;Kaingang,2007-10-30
295,Karajá,kara1500,Karajá,kpj,South America,-11.1881,-50.3492,Nuclear-Macro-Je,Mary Ritchie Key,Mary Ritchie Key,,Phonemic,Chamboa;Karaja;Xambioá;Yna;Ynã,2007-10-30
296,Trumai,trum1247,Trumai,tpy,South America,-11.8119,-53.5717,Trumai,Aurore Monod-Becquelin,Mary Ritchie Key,,Phonemic,Trumaí,2007-10-30
297,Ayoreo,ayor1240,Ayoreo,ayo,South America,-19.220055,-60.217495,Zamucoan,Janet R. Briggs,Mary Ritchie Key,,Phonemic,Ayore;Ayoré;Moro;Morotoco;Pyeta Yovai,2007-10-30
298,Sanapaná (Angaité dialect),anga1316,Angaité,sap,South America,-22.85,-58.45,Lengua-Mascoy,Ruth Sammons,Mary Ritchie Key,,Phonemic,Sanapana Dialect Angaite;Sanapaná Dialect Angaité,2007-10-30
299,Sanapaná (Enlhet dialect),sana1298,Sanapaná,sap,South America,-22.49,-58.38,Lengua-Mascoy,Ernesto Unruh;Hannes Kalisch,Mary Ritchie Key,,Phonemic,Sanapana;Sanapaná Dialect Enlhet;Sanapaná Dialect Enlit,2007-10-30
300,Lengua,leng1262,Lengua,leg,South America,-22.6559,-58.9053,Lengua-Mascoy,Elizabeth Richards;Timothy Curtis,Mary Ritchie Key,,Phonemic,Enxet,2007-10-31
301,Mocoví,moco1246,Mocoví,moc,South America,-28.097,-60.4145,Guaicuruan,Albert S. Buckwalter;Roberto Ruiz,Mary Ritchie Key,,Phonemic,Mbocobí;Mocobi;Mocobí;Mocovi,2007-10-31
302,Pilagá,pila1245,Pilagá,plg,South America,-25.0058,-60.1537,Guaicuruan,Albert S. Buckwalter;Julio Suárez,Mary Ritchie Key,,Phonemic,Pilaca;Pilaga,2007-10-31
304,Chorote,iyoj1235,Iyojwa'ja Chorote,crt,South America,-22.1896,-63.2383,Matacoan,Ana Gerzenstein,Mary Ritchie Key,,Phonemic,"Chorote, Iyojwa'ja;Choroti;Eklenjuy;Yofuaha",2007-10-31
305,Maca,maca1260,Maca,mca,South America,-25.0119,-57.3694,Matacoan,Ana Gerzenstein,Mary Ritchie Key,,Phonemic,Enimaca;Enimaga;Macá;Mak'á;Maka;Maká;Towolhi,2007-10-31
306,Wichí,wich1264,Wichí Lhamtés Güisnay,mzh,South America,-23.1633,-62.1757,Matacoan,José A. Braunstein,Mary Ritchie Key,,Phonemic,Mataco;Pilcomayo;Wichi;Wichi Lhamtes Güisnay;Wichí Lhamtés Güisnay,2007-10-31
307,Nivaclé,niva1238,Nivaclé,cag,South America,-22.8557,-61.7606,Matacoan,Nélida N. Stell;José Seelwische,Mary Ritchie Key,,Phonemic,Ashlushlay;Axluslay;Chulupi;Chulupí;Churupi;Churupí;Nivacle;Nivakle;Nivaklé;Niwakle;Niwaklé,2007-10-31
308,Kunza,kunz1244,Kunza,kuz,South America,-23.0,-69.0,Kunza,Roberto Lehnert Santander,Mary Ritchie Key,,Phonemic,Atacameno;Atacameño;Cunza;Likanantaí;Lipe;Ulipe,2007-10-31
309,Mapudungun,mapu1245,Mapudungun,arn,South America,-38.7392,-71.277,Araucanian,María Catrileo;Ana V. Fernández Garay (Ranquel);Mary Ritchie Key,,,Phonemic,Mapuche,2007-10-31
310,Tehuelche,tehu1242,Tehuelche,teh,South America,-47.5796,-68.3235,Chonan,Martine Delahaye,Mary Ritchie Key,,Phonemic,Aoniken;Gunua-Kena;Gununa-Kena;Gununa-Kune;Gününa-Küne;Inaquen,2007-10-31
311,Selknam,onaa1245,Selk'nam,ona,South America,-54.0,-68.5,Chonan,Elena L. Najlis,Mary Ritchie Key,,Phonemic,Aona;Ona;Shelknam,2007-10-31
312,Gününa Küne,puel1244,Puelche,pue,South America,-42.223,-68.666,Puelche,Rodolfo M. Casamiquela;José Pedro Viegas Barros,Mary Ritchie Key,Elena Najlis,Phonemic,Gennaken;Gununa Kune;Northern Tehuelche;Pampa;Puelche,2007-10-31
313,Qawasqar,qawa1238,Qawasqar,alc,South America,-49.303195,-74.707536,Kawesqar,Christos Clairis;José Pedro Viegas Barros,Mary Ritchie Key,,Phonemic,Alacaluf;Alacalufe;Halakwulup;Kaweskar;Kawesqar,2007-10-31
314,Toba,toba1269,Toba,tob,South America,-23.77,-61.96,Guaicuruan,Albert S. Buckwalter;Orlando Sánchez,Mary Ritchie Key,,Phonemic,Chaco Sur;Qom;Toba Qom;Toba Sur,2007-10-31
315,Yagán,yama1264,Yámana,yag,South America,-55.2748,-68.2648,Yámana,Ana María Guerra Eissmann,Mary Ritchie Key,,Phonemic,Hausi Kuta;Háusi Kúta;Jagan;Tequenica;Yagan;Yaghan;Yahgan;Yamana;Yámana,2007-10-31
316,Andi (Muni dialect),muni1255,Munin,ani,Eurasia,,,Nakh-Daghestanian,Madzhid Khalilov,Stefan Lange,,CyrillTrans;Phonemic,Andi;Andii;Andiy;Dialect;Muni;Munin;Qwannab,2014-01-24
317,Chechen (Akkin dialect),chec1245,Chechen,che,Eurasia,43.5,45.5,Nakh-Daghestanian,Madzhid Khalilov,Stefan Lange,,CyrillTrans;Phonemic,Akkin;Aux;Chechen;Dialect;Galancho;Muott;Nokchiin;Nokhchiin,2014-01-25
318,Uncunwee,ghul1238,Uncunwee,ghl,Africa,11.6432,29.8122,Nubian,Robert Williams,Robert Williams,,IPA,Ghulfan;Gulfan;Hill;Nubian;Nubian (Hill);Wunci;Wuncimbe,2012-09-25
319,Ossetic,iron1242,Iron Ossetian,oss,Eurasia,42.98,44.61,Indo-European,Madzhid Khalilov,,,CyrillTrans,Osetin;Ossete;Ossetian;Ирон æвзаг,2015-01-22
320,Avar (Araderikh dialect),avar1256,Avar,ava,Eurasia,41.7047,46.558,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans,,2015-01-22
321,Avar (Khunzakh dialect),kunz1243,Kunzakh,ava,Eurasia,,,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans,,2015-01-22
322,Avar (East Gergebil dialect),avar1256,Avar,ava,Eurasia,41.7047,46.558,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans,,2015-01-27
323,Avar (Ansalta dialect),avar1256,Avar,ava,Eurasia,41.7047,46.558,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans,,2015-01-27
324,Avar (Salatav dialect),sala1265,Salatav,ava,Eurasia,,,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans,,2015-01-27
325,Khwarshi (Kwantlada dialect),khva1239,Khwarshi-Inkhoqwari,khv,Eurasia,42.2743,45.9977,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans,,2015-01-27
401,Central Thai,thai1261,Thai,tha,Eurasia,14.192,100.671,Tai-Kadai,Ilya Peiros,,,Phonemic,Central-Thai,2013-09-11
402,Southern Tai (Songkhla variety),sout2746,Southern Thai,sou,Eurasia,6.85668,99.7031,Tai-Kadai,Ilya Peiros,,,Phonemic,Southern Tai of Songkhla,2013-09-11
403,Thai (Korat variety),sout2746,Southern Thai,sou,Eurasia,6.85668,99.7031,Tai-Kadai,Ilya Peiros,,,Phonemic,Thai (Dialect Korat),2013-09-11
404,Khamuang (Chiang Mai variety),nort2740,Northern Thai,nod,Eurasia,18.857495,100.20739,Tai-Kadai,Ilya Peiros,,,Phonemic,Khamuang of Chiang Mai,2013-09-11
405,Dehong,tain1252,Tai Nüa,tdd,Eurasia,21.7837,99.722,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
406,Jinsha Dai,nort1545,Northern Guiyang Hmong,huj,Eurasia,26.7238,106.682,Hmong-Mien,Ilya Peiros,,,,,2013-09-11
407,Tai Lü,luuu1242,Lü,khb,Eurasia,21.0321,101.282,Tai-Kadai,Ilya Peiros,,,Phonemic,Tai Lue,2013-09-11
408,Tai Khün,khun1259,Khün,kkh,Eurasia,19.6062,99.3363,Tai-Kadai,Ilya Peiros,,,Phonemic,Tai Khuen,2013-09-11
409,Shan,shan1277,Shan,shn,Eurasia,21.5995,98.0342,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
410,Shan (Northern Shan dialect),shan1277,Shan,shn,Eurasia,21.5995,98.0342,Tai-Kadai,Ilya Peiros,,,Phonemic,Shan (Dialect Northern Shan),2013-09-11
411,Nung-Fengshan,guib1244,Guibian Zhuang,zgn,Eurasia,24.3,106.2,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
412,Nung-Lazhai,guib1244,Guibian Zhuang,zgn,Eurasia,24.3,106.2,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
413,Nung-Ninbei,nung1283,Nung (Viet Nam),nut,Eurasia,20.8965,104.286,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
414,Zhuang-Longzhou,zuoj1238,Zuojiang Zhuang,zzj,Eurasia,22.4,106.9,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
415,Sui,suii1243,Sui,swi,Eurasia,24.0488,106.563,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
416,Maonan,maon1241,Maonan,mmd,Eurasia,25.0169,108.024,Tai-Kadai,Ilya Peiros,,,,,2013-09-11
417,Mulam,mula1253,Mulam,mlm,Eurasia,24.8151,108.928,Tai-Kadai,Ilya Peiros,,,,,2013-09-11
418,Chadong,chad1240,Chadong,cdy,Eurasia,25.23532,109.96041,Tai-Kadai,Ilya Peiros,,,,,2013-09-11
419,Southern Kam,sout2741,Southern Dong,kmc,Eurasia,25.8874,109.222,Tai-Kadai,Ilya Peiros,,,,,2013-09-11
420,Lakkia,lakk1238,Lakkia,lbc,Eurasia,24.1169,110.106,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
421,Hlai (Baoting variety),hlai1239,Hlai,lic,Eurasia,18.8062,109.459,Tai-Kadai,Ilya Peiros,,,Phonemic,Li of Baoding,2013-09-11
422,Langja Buyang,emab1235,E'ma Buyang,yzg,Eurasia,23.604572,106.030277,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
423,Ecun Buyang,lang1316,Langnian Buyang,yln,Eurasia,23.550258,106.016896,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
424,Sanchong Kelao,gree1278,Hagei Gelao,giq,Eurasia,22.5632,104.698,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
425,Qau Kelao,qaua1234,Central Gelao-Qau,gqu,Eurasia,26.155438,106.16455,Tai-Kadai,Ilya Peiros,,,Phonemic,,2013-09-11
500,Aghul (Koshan dialect),kosh1245,Koshan,agx,Eurasia,,,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,Aghul (Q'ushan);Agul (Koshan);Agul (Q'ushan),2014-01-23
501,Botlikh (Miarso dialect),botl1242,Botlikh,bph,Eurasia,42.665,46.22,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-24
502,Chamalal (Gigatli dialect),giga1238,Gigatl,cji,Eurasia,,,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
503,Dargwa (Chirag dialect),chir1284,Chirag,dar,Eurasia,41.869481,47.41111,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
504,Dargwa (Gapshima Shukti dialect),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
505,Dargwa (Gapshima dialect),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
506,Dargwa (Gubden dialect),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
507,Dargwa (Kadar dialect),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
508,Dargwa (Megeb dialect),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
509,Dargwa (Mekegi dialect),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
510,Dargwa (Mugi dialect),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
511,Dargwa (Sirkhi dialect),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
512,"Dargwa (Tsudakhar dialect, Tanty subdialect)",cuda1238,Cudaxar,dar,Eurasia,,,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
513,Dargwa (Tsudakhar dialect),cuda1238,Cudaxar,dar,Eurasia,,,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
514,Dargwa (Urakhi dialect),urax1238,Uraxa,dar,Eurasia,,,Nakh-Daghestanian,Madzhid Khalilov,,,CyrillTrans;Phonemic,,2014-01-25
